State,Year,Topic
CA,2014,Fossil Energy
CA,2014,Fossil Energy
CA,2014,Energy Security and Critical Infrastructure
CA,2014,Energy Efficiency
CA,2014,Climate Change
CA,2014,Climate Change
CA,2014,Renewable Energy
CA,2014,Energy Efficiency
CA,2014,Energy Efficiency
CA,2014,Transportation
CA,2014,Transportation
CA,2014,Energy Efficiency
CA,2014,Climate Change
CA,2014,Energy Efficiency
CA,2014,Fossil Energy
CA,2014,Energy Efficiency
CA,2014,Renewable Energy
CA,2014,Energy Security and Critical Infrastructure
CA,2014,Energy Efficiency
CA,2014,Fossil Energy
CA,2014,Transportation
CA,2014,Utility Regulation
CA,2014,Transportation
CA,2014,Renewable Energy
CA,2014,Renewable Energy
CA,2014,Financing Energy Efficiency and Renewable Energy
CA,2014,Utility Regulation
CA,2014,Climate Change
CA,2014,Climate Change
CA,2014,Energy Security and Critical Infrastructure
CA,2014,Energy Security and Critical Infrastructure
CA,2014,Transportation
CA,2014,Transportation
CA,2014,
CA,2014,Fossil Energy
CA,2014,Transportation
CA,2014,Fossil Energy
CA,2014,Electric Grid and Transmission
CA,2014,Fossil Energy
CA,2014,Climate Change
CA,2014,Energy Efficiency
CA,2014,Climate Change
CA,2014,Transportation
CA,2014,Financing Energy Efficiency and Renewable Energy
CA,2014,Climate Change
CA,2014,Energy Efficiency
CA,2014,
CA,2014,Renewable Energy
CA,2014,Transportation
CA,2014,Climate Change
CA,2014,Transportation
CA,2014,Fossil Energy
CA,2014,Transportation
CA,2014,Energy Efficiency
CA,2014,Renewable Energy
CA,2014,Utility Regulation
CA,2014,Renewable Energy
CA,2014,Climate Change
CA,2014,Transportation
CA,2014,Climate Change
CA,2014,Transportation
CA,2014,Electric Grid and Transmission
CA,2014,Energy Efficiency
CA,2014,Fossil Energy
CA,2014,Utility Regulation
CA,2014,Energy Security and Critical Infrastructure
CA,2014,Renewable Energy
CA,2014,Electric Grid and Transmission
CA,2014,Transportation
CA,2013,Fossil Energy
CA,2013,Climate Change
CA,2013,Energy Efficiency
CA,2013,Energy Security and Critical Infrastructure
CA,2013,Energy Security and Critical Infrastructure
CA,2013,Energy Efficiency
CA,2013,Green Jobs
CA,2013,Energy Security and Critical Infrastructure
CA,2013,Financing Energy Efficiency and Renewable Energy
CA,2013,Energy Efficiency
CA,2013,Transportation
CA,2013,Energy Efficiency
CA,2013,Transportation
CA,2013,Fossil Energy
CA,2013,Fossil Energy
CA,2013,Energy Efficiency
CA,2013,Transportation
CA,2013,Energy Security and Critical Infrastructure
CA,2013,Energy Security and Critical Infrastructure
CA,2013,Renewable Energy
CA,2013,Fossil Energy
CA,2013,Transportation
CA,2013,Transportation
CA,2013,Renewable Energy
CA,2013,Energy Efficiency
CA,2013,Fossil Energy
CA,2013,Fossil Energy
CA,2013,Energy Efficiency
CA,2013,Climate Change
CA,2013,Climate Change
CA,2013,Renewable Energy
CA,2013,Energy Efficiency
CA,2013,Energy Efficiency
CA,2013,Transportation
CA,2013,Energy Efficiency
CA,2013,Transportation
CA,2013,Renewable Energy
CA,2013,Financing Energy Efficiency and Renewable Energy
CA,2013,Energy Security and Critical Infrastructure
CA,2013,Fossil Energy
CA,2013,Fossil Energy
CA,2013,Transportation
CA,2013,Financing Energy Efficiency and Renewable Energy
CA,2012,Green Jobs
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Energy Efficiency
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Renewable Energy
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Fossil Energy
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Climate Change
CA,2012,Transportation
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Energy Efficiency
CA,2012,Energy Efficiency
CA,2012,Transportation
CA,2012,Transportation
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Transportation
CA,2012,Climate Change
CA,2012,Climate Change
CA,2012,Energy Efficiency
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Transportation
CA,2012,Energy Efficiency
CA,2012,Climate Change
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Transportation
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Transportation
CA,2012,Renewable Energy
CA,2012,Climate Change
CA,2012,Energy Efficiency
CA,2012,Renewable Energy
CA,2012,Climate Change
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Fossil Energy
CA,2012,Renewable Energy
CA,2012,Energy Efficiency
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Energy Efficiency
CA,2012,Renewable Energy
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Transportation
CA,2012,Energy Efficiency
CA,2012,Transportation
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Energy Efficiency
CA,2012,Energy Efficiency
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Transportation
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Climate Change
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Financing Energy Efficiency and Renewable Energy
CA,2012,Renewable Energy
CA,2012,Renewable Energy
CA,2012,Energy Efficiency
CA,2012,Renewable Energy
CA,2012,Energy Efficiency
CA,2012,Transportation
CA,2012,Transportation
CA,2012,Renewable Energy
CA,2012,Energy Security and Critical Infrastructure
CA,2012,Fossil Energy
CA,2012,Fossil Energy
CA,2012,Transportation
CA,2011,Green Jobs
CA,2011,Renewable Energy
CA,2011,Renewable Energy
CA,2011,Energy Efficiency
CA,2011,Financing Energy Efficiency and Renewable Energy
CA,2011,Renewable Energy
CA,2011,Fossil Energy
CA,2011,Fossil Energy
CA,2011,Transportation
CA,2011,Energy Security and Critical Infrastructure
CA,2011,Renewable Energy
CA,2011,Renewable Energy
CA,2011,Energy Efficiency
CA,2011,Transportation
CA,2011,Transportation
CA,2011,Renewable Energy
CA,2011,Renewable Energy
CA,2011,Energy Efficiency
CA,2011,Financing Energy Efficiency and Renewable Energy
CA,2011,Renewable Energy
CA,2011,Transportation
CA,2011,Energy Efficiency
CA,2011,Fossil Energy
CA,2011,Financing Energy Efficiency and Renewable Energy
CA,2011,Renewable Energy
CA,2011,Fossil Energy
CA,2011,Renewable Energy
CA,2011,Climate Change
CA,2011,Energy Efficiency
CA,2011,Renewable Energy
CA,2011,Fossil Energy
CA,2011,Transportation
CA,2011,Renewable Energy
CA,2011,Energy Efficiency
CA,2010,Energy Efficiency
CA,2010,Renewable Energy
CA,2010,Renewable Energy
CA,2010,Renewable Energy
CA,2010,Energy Efficiency
CA,2010,Transportation
CA,2010,
CA,2010,Nuclear / Radioactive Waste
CA,2010,Nuclear / Radioactive Waste
CA,2010,Renewable Energy
CA,2010,Transportation
CA,2010,Fossil Energy
CA,2010,Renewable Energy
CA,2010,Transportation
CA,2010,Energy Efficiency
CA,2010,Climate Change
CA,2010,Renewable Energy
CA,2010,Renewable Energy
CA,2010,
CA,2010,Climate Change
CA,2010,Renewable Energy
CA,2010,Transportation
CA,2010,Renewable Energy
CA,2010,Transportation
CA,2010,Renewable Energy
CA,2010,Transportation
CA,2010,Transportation
CA,2010,Climate Change
CA,2010,Energy Efficiency
CA,2010,Climate Change
CA,2010,Renewable Energy
CA,2010,Renewable Energy
CA,2010,Renewable Energy
CA,2010,Renewable Energy
CA,2009,Energy Efficiency
CA,2009,Climate Change
CA,2009,Transportation
CA,2009,Climate Change
CA,2009,Renewable Energy
CA,2009,Transportation
CA,2009,Climate Change
CA,2009,Renewable Energy
CA,2009,Transportation
CA,2009,Renewable Energy
CA,2009,Fossil Energy
CA,2009,Energy Efficiency
CA,2009,Energy Efficiency
CA,2009,Nuclear Energy Facilities
CA,2009,Climate Change
CA,2009,Climate Change
CA,2009,Nuclear Energy Facilities
CA,2009,Energy Efficiency
CA,2009,Energy Efficiency
CA,2009,Nuclear Energy Facilities
CA,2009,Fossil Energy
CA,2009,Renewable Energy
CA,2009,Renewable Energy
CA,2009,Transportation - Alt Fuel/Hybrid
CA,2009,Energy Efficiency
CA,2009,Climate Change
CA,2009,Renewable Energy
CA,2009,Renewable Energy
CA,2009,Renewable Energy
CA,2009,Energy Efficiency
CA,2009,Renewable Energy
CA,2009,Fossil Energy
CA,2009,Transportation - Alt Fuel/Hybrid
CA,2008,Transportation
CA,2008,Energy Efficiency
CA,2008,Transportation
CA,2008,Transportation
CA,2008,Energy Efficiency
CA,2008,Renewable Energy
CA,2008,Energy Efficiency
CA,2008,Renewable Energy
CA,2008,Renewable Energy
CA,2008,Energy Efficiency
CA,2008,Energy Efficiency
CA,2008,Climate Change
CA,2008,Renewable Energy - Solar
CA,2008,Energy Efficiency
CA,2008,Transportation
CA,2008,Energy Efficiency
CA,2008,Energy Efficiency
CA,2008,Renewable Energy
CA,2008,Transportation - Alt Fuel/Hybrid
CA,2008,Renewable Energy
CA,2008,Energy Efficiency
CA,2008,Renewable Energy
CA,2008,Energy Efficiency
CA,2008,Renewable Energy
CA,2008,Renewable Energy
CA,2008,Energy Efficiency
CA,2008,Renewable Energy
CA,2008,Energy Efficiency
CA,2008,Renewable Energy - Solar
CA,2008,Fossil Energy
CO,2022,Green Jobs
CO,2021,Renewable Energy
CO,2021,Climate Change - Emissions Reduction
CO,2021,Utility Regulation
CO,2021,Fossil Energy
CO,2021,Energy Efficiency
CO,2021,Energy Efficiency
CO,2021,Energy Efficiency
CO,2021,Climate Change
CO,2021,Climate Change
CO,2021,Climate Change
CO,2021,Climate Change - Emissions Reduction
CO,2021,Climate Change - Emissions Reduction
CO,2021,Electric Grid and Transmission
CO,2021,Financing Energy Efficiency and Renewable Energy
CO,2021,Energy Efficiency
CO,2021,Energy Efficiency
CO,2021,Renewable Energy
CO,2021,Energy Security and Critical Infrastructure
CO,2021,Renewable Energy
CO,2021,Transportation
CO,2021,Climate Change
CO,2021,Fossil Energy
CO,2021,Climate Change - Emissions Reduction
CO,2021,Climate Change
CO,2021,Renewable Energy
CO,2021,Climate Change
CO,2021,Climate Change
CO,2021,Climate Change - Emissions Reduction
CO,2021,Climate Change
CO,2021,Climate Change
CO,2021,Renewable Energy
CO,2021,Energy Efficiency - Building Codes and Standards
CO,2021,Climate Change - Emissions Reduction
CO,2021,Fossil Energy
CO,2021,Climate Change
CO,2021,Fossil Energy
CO,2021,Climate Change - Emissions Reduction
CO,2020,Energy Security and Critical Infrastructure
CO,2020,Energy Security and Critical Infrastructure
CO,2020,Energy Efficiency
CO,2020,Transportation
CO,2020,Climate Change
CO,2020,Fossil Energy
CO,2020,Climate Change
CO,2020,Energy Efficiency
CO,2020,Transportation
CO,2020,Utility Regulation
CO,2020,Utility Regulation
CO,2020,Energy Security and Critical Infrastructure
CO,2019,Transportation
CO,2019,Fossil Energy
CO,2019,Climate Change
CO,2019,Fossil Energy
CO,2019,Climate Change
CO,2019,Electric Grid and Transmission
CO,2019,Climate Change
CO,2019,Transportation
CO,2019,Climate Change
CO,2019,Transportation
CO,2019,Energy Efficiency
CO,2019,Energy Efficiency
CO,2019,Climate Change
CO,2019,Transportation
CO,2019,Climate Change
CO,2018,Energy Efficiency
CO,2018,Electric Grid and Transmission
CO,2018,Fossil Energy
CO,2018,Fossil Energy
CO,2018,Energy Security and Critical Infrastructure
CO,2018,Renewable Energy
CO,2017,Utility Regulation
CO,2017,Electric Grid and Transmission
CO,2017,Energy Efficiency
CO,2017,Transportation
CO,2017,Energy Efficiency
CO,2016,Energy Efficiency
CO,2016,Fossil Energy
CO,2016,Transportation
CO,2016,Transportation
CO,2016,Transportation
CO,2016,Utility Regulation
CO,2015,Renewable Energy
CO,2015,Renewable Energy
CO,2015,Renewable Energy
CO,2015,Nuclear / Radioactive Waste
CO,2015,Renewable Energy
CO,2015,Fossil Energy
CO,2015,Electric Grid and Transmission
CO,2015,Renewable Energy
CO,2015,Electric Grid and Transmission
CO,2014,Energy Security and Critical Infrastructure
CO,2014,Transportation
CO,2014,Energy Security and Critical Infrastructure
CO,2014,Energy Efficiency
CO,2014,Energy Efficiency
CO,2014,Nuclear / Radioactive Waste
CO,2014,Financing Energy Efficiency and Renewable Energy
CO,2014,Energy Security and Critical Infrastructure
CO,2014,Transportation
CO,2014,Renewable Energy
CO,2014,Electric Grid and Transmission
CO,2014,Fossil Energy
CO,2014,Renewable Energy
CO,2014,Renewable Energy
CO,2014,Financing Energy Efficiency and Renewable Energy
CO,2014,Transportation
CO,2014,Transportation
CO,2013,Energy Efficiency
CO,2013,Transportation
CO,2013,Transportation
CO,2013,Renewable Energy
CO,2013,Energy Efficiency
CO,2013,Renewable Energy
CO,2013,Transportation
CO,2013,Financing Energy Efficiency and Renewable Energy
CO,2013,Energy Efficiency
CO,2013,Financing Energy Efficiency and Renewable Energy
CO,2013,Fossil Energy
CO,2013,Energy Efficiency
CO,2013,Transportation
CO,2013,Transportation
CO,2013,Fossil Energy
CO,2013,Climate Change
CO,2012,Renewable Energy
CO,2012,Transportation
CO,2012,Energy Security and Critical Infrastructure
CO,2012,Fossil Energy
CO,2012,Energy Security and Critical Infrastructure
CO,2011,Transportation
CO,2011,Transportation
CO,2011,Energy Efficiency
CO,2011,Renewable Energy
CO,2010,Renewable Energy
CO,2010,Fossil Energy
CO,2010,Renewable Energy
CO,2010,Renewable Energy
CO,2010,Energy Efficiency
CO,2010,Energy Efficiency
CO,2010,Renewable Energy
CO,2010,Renewable Energy
CO,2010,Transportation
CO,2010,Renewable Energy
CO,2010,
CO,2010,Renewable Energy
CO,2010,Nuclear / Radioactive Waste
CO,2010,Renewable Energy
CO,2010,Climate Change
CO,2010,Renewable Energy
CO,2010,Renewable Energy
CO,2009,Energy Efficiency
CO,2009,Energy Efficiency
CO,2009,Energy Efficiency
CO,2009,Transportation - Alt Fuel/Hybrid
CO,2009,Transportation - Alt Fuel/Hybrid
CO,2009,Fossil Energy
CO,2009,Nuclear Energy Facilities
CO,2009,Renewable Energy
CO,2009,Renewable Energy
CO,2009,Energy Efficiency
CO,2009,Transportation - Alt Fuel/Hybrid
CO,2009,Renewable Energy
CO,2009,Renewable Energy
CO,2009,Renewable Energy
CO,2009,Renewable Energy
CO,2009,Renewable Energy
CO,2009,Fossil Energy
CO,2009,Transportation
CO,2009,Fossil Energy
CO,2009,Renewable Energy
CO,2009,Transportation
CO,2009,Renewable Energy
CO,2008,Energy Efficiency
CO,2008,Renewable Energy
CO,2008,Energy Efficiency
CO,2008,Renewable Energy
CO,2008,Renewable Energy
CO,2008,Climate Change
CO,2008,Renewable Energy
CO,2008,Renewable Energy
CO,2008,Energy Efficiency
CO,2008,Energy Efficiency
CO,2008,Renewable Energy
CT,2021,Energy Efficiency
CT,2021,Renewable Energy
CT,2021,Climate Change
CT,2021,Financing Energy Efficiency and Renewable Energy
CT,2021,Utility Regulation
CT,2021,Renewable Energy
CT,2021,Energy Efficiency
CT,2021,Climate Change
CT,2021,Climate Change
CT,2021,Renewable Energy
CT,2021,Energy Security and Critical Infrastructure
CT,2021,Utility Regulation
CT,2021,Renewable Energy
CT,2021,Energy Security and Critical Infrastructure
CT,2020,Climate Change
CT,2020,Renewable Energy
CT,2019,Energy Security and Critical Infrastructure
CT,2019,Renewable Energy
CT,2019,Fossil Energy
CT,2019,Fossil Energy
CT,2019,Climate Change
CT,2019,Energy Efficiency
CT,2019,Fossil Energy
CT,2019,Transportation
CT,2019,Renewable Energy
CT,2019,Transportation
CT,2018,Climate Change
CT,2018,Energy Efficiency
CT,2018,Transportation
CT,2018,Renewable Energy
CT,2018,Climate Change
CT,2018,Energy Efficiency
CT,2017,Utility Regulation
CT,2017,Utility Regulation
CT,2017,Renewable Energy
CT,2017,Electric Grid and Transmission
CT,2017,Renewable Energy
CT,2017,Nuclear / Radioactive Waste
CT,2017,Climate Change
CT,2017,Renewable Energy
CT,2017,Energy Security and Critical Infrastructure
CT,2017,Renewable Energy
CT,2017,Energy Efficiency
CT,2016,Electric Grid and Transmission
CT,2016,Energy Efficiency
CT,2016,Energy Efficiency
CT,2016,Electric Grid and Transmission
CT,2016,Climate Change
CT,2016,Electric Grid and Transmission
CT,2016,Electric Grid and Transmission
CT,2016,Renewable Energy
CT,2016,Energy Security and Critical Infrastructure
CT,2015,Electric Grid and Transmission
CT,2015,Electric Grid and Transmission
CT,2015,Climate Change
CT,2015,Energy Efficiency
CT,2015,Energy Efficiency
CT,2015,Renewable Energy
CT,2015,Financing Energy Efficiency and Renewable Energy
CT,2015,Fossil Energy
CT,2015,Energy Efficiency
CT,2015,Energy Efficiency
CT,2014,Utility Regulation
CT,2014,Fossil Energy
CT,2014,Energy Security and Critical Infrastructure
CT,2014,Electric Grid and Transmission
CT,2014,Transportation
CT,2014,Nuclear Energy Facilities
CT,2014,Transportation
CT,2014,Utility Regulation
CT,2014,Transportation
CT,2013,Renewable Energy
CT,2013,Energy Security and Critical Infrastructure
CT,2013,Transportation
CT,2013,Energy Efficiency
CT,2013,Energy Efficiency
CT,2013,Climate Change
CT,2013,Green Jobs
CT,2013,Climate Change
CT,2013,Renewable Energy
CT,2013,Transportation
CT,2013,Transportation
CT,2013,Energy Efficiency
CT,2013,Energy Efficiency
CT,2013,Renewable Energy
CT,2013,Transportation
CT,2013,Energy Efficiency
CT,2013,Energy Security and Critical Infrastructure
CT,2013,Energy Efficiency
CT,2012,Energy Security and Critical Infrastructure
CT,2012,Energy Efficiency
CT,2012,Fossil Energy
CT,2012,Renewable Energy
CT,2012,Energy Efficiency
CT,2011,Renewable Energy
CT,2011,Green Jobs
CT,2010,Transportation
CT,2010,
CT,2010,Transportation
CT,2010,Renewable Energy
CT,2009,Nuclear Energy Facilities
CT,2009,Transportation - Alt Fuel/Hybrid
CT,2009,Energy Efficiency
CT,2009,Nuclear Energy Facilities
CT,2009,Energy Efficiency
CT,2009,Fossil Energy
CT,2009,Fossil Energy
CT,2008,Renewable Energy
CT,2008,Nuclear Energy Facilities
CT,2008,Climate Change
CT,2008,Renewable Energy
DE,2022,Electric Grid and Transmission
DE,2022,Transportation
DE,2022,Renewable Energy
DE,2022,Energy Efficiency
DE,2022,Financing Energy Efficiency and Renewable Energy
DE,2021,Electric Grid and Transmission
DE,2021,Transportation
DE,2021,Renewable Energy
DE,2021,Energy Efficiency
DE,2021,Financing Energy Efficiency and Renewable Energy
DE,2020,
DE,2020,Renewable Energy
DE,2020,Energy Efficiency
DE,2019,Renewable Energy
DE,2019,Energy Efficiency
DE,2018,Fossil Energy
DE,2018,Energy Efficiency
DE,2018,Energy Efficiency
DE,2018,Fossil Energy
DE,2018,Utility Regulation
DE,2018,Fossil Energy
DE,2018,Energy Security and Critical Infrastructure
DE,2016,Renewable Energy
DE,2016,Energy Efficiency
DE,2016,Energy Efficiency
DE,2015,Energy Efficiency
DE,2015,Energy Efficiency
DE,2014,Fossil Energy
DE,2014,Renewable Energy
DE,2014,Energy Efficiency
DE,2013,Renewable Energy
DE,2012,Energy Efficiency
DE,2012,Renewable Energy
DE,2012,Energy Efficiency
DE,2012,Nuclear / Radioactive Waste
DE,2011,Energy Efficiency
DE,2011,Renewable Energy
DE,2011,Energy Efficiency
DE,2010,Renewable Energy
